Date,Day,Month,Quarter,Year,Open,Close,Volume
3/14/2024,Friday,March,Q1,2024,1716,1895.3,1875930
3/15/2024,Monday,March,Q1,2024,1902,1902.6,1749994
3/18/2024,Tuesday,March,Q1,2024,1810.05,1869.9,1479146
3/19/2024,Wednesday,March,Q1,2024,1870,1821.55,587661
3/20/2024,Thursday,March,Q1,2024,1834.9,1847.75,463752
3/21/2024,Friday,March,Q1,2024,1861,1855.35,328500
3/22/2024,Tuesday,March,Q1,2024,1857.05,1851.75,390803
3/26/2024,Wednesday,March,Q1,2024,1840,1859,955701
3/27/2024,Thursday,March,Q1,2024,1869.7,1822.5,1172737
3/28/2024,Monday,April,Q2,2024,1832.55,1835.15,605145
4/1/2024,Tuesday,April,Q2,2024,1865,1888.3,573430
4/2/2024,Wednesday,April,Q2,2024,1891,1892.65,440580
4/3/2024,Thursday,April,Q2,2024,1893.15,1878.95,611123
4/4/2024,Friday,April,Q2,2024,1900.5,1890.85,791178
4/5/2024,Monday,April,Q2,2024,1890.85,1901.95,724439
4/8/2024,Tuesday,April,Q2,2024,1948.05,1919.1,893399
4/9/2024,Wednesday,April,Q2,2024,1930.4,1916.2,294088
4/10/2024,Friday,April,Q2,2024,1920.05,1907.5,301534
4/12/2024,Monday,April,Q2,2024,1907.9,1884.05,393681
4/15/2024,Tuesday,April,Q2,2024,1801,1815.1,978516
4/16/2024,Thursday,April,Q2,2024,1803,1811.65,495006
4/18/2024,Friday,April,Q2,2024,1829.7,1775.45,675360
4/19/2024,Monday,April,Q2,2024,1761.2,1770.05,665956
4/22/2024,Tuesday,April,Q2,2024,1802,1793.75,346708
4/23/2024,Wednesday,April,Q2,2024,1809.65,1816.4,631341
4/24/2024,Thursday,April,Q2,2024,1824.95,1808.3,294136
4/25/2024,Friday,April,Q2,2024,1818,1812.65,405971
4/26/2024,Monday,April,Q2,2024,1820,1806.65,288470
4/29/2024,Tuesday,April,Q2,2024,1815.9,1806.85,293373
4/30/2024,Thursday,May,Q2,2024,1814,1797.65,488769
5/2/2024,Friday,May,Q2,2024,1798,1786.85,517699
5/3/2024,Monday,May,Q2,2024,1796,1799.8,906386
5/6/2024,Tuesday,May,Q2,2024,1760,1766.65,558578
5/7/2024,Wednesday,May,Q2,2024,1759,1726,456457
5/8/2024,Thursday,May,Q2,2024,1728,1773,397007
5/9/2024,Friday,May,Q2,2024,1788,1712.15,490718
5/10/2024,Monday,May,Q2,2024,1730.05,1714.75,2252527
5/13/2024,Tuesday,May,Q2,2024,1710.1,1715.15,3451084
5/14/2024,Wednesday,May,Q2,2024,1719,1788.8,3657569
5/15/2024,Thursday,May,Q2,2024,1790,1839.15,8281198
5/16/2024,Friday,May,Q2,2024,1848.4,1844.4,3670374
5/17/2024,Tuesday,May,Q2,2024,1830.05,1833,3248320
5/21/2024,Wednesday,May,Q2,2024,1825,1859.35,1274397
5/22/2024,Thursday,May,Q2,2024,1879,1866.45,578311
5/23/2024,Friday,May,Q2,2024,1870,1888.8,3893291
5/24/2024,Monday,May,Q2,2024,1898.8,1926.65,2928305
5/27/2024,Tuesday,May,Q2,2024,1943.7,1929.5,4354846
5/28/2024,Wednesday,May,Q2,2024,1935,1893.65,1846867
5/29/2024,Thursday,May,Q2,2024,1872,1879.6,626181
5/30/2024,Friday,May,Q2,2024,1874,1874.9,668450
5/31/2024,Monday,June,Q2,2024,1874,1908.35,4487964
6/3/2024,Tuesday,June,Q2,2024,2125,2038,7236091
6/4/2024,Wednesday,June,Q2,2024,2029.9,1646,8291356
6/5/2024,Thursday,June,Q2,2024,1704,1828.85,5254218
6/6/2024,Friday,June,Q2,2024,1875,1865.2,1909863
6/7/2024,Monday,June,Q2,2024,1845,1864.25,1687744
6/10/2024,Tuesday,June,Q2,2024,1929,1880.35,1239388
6/11/2024,Wednesday,June,Q2,2024,1898,1855.7,666368
6/12/2024,Thursday,June,Q2,2024,1859.9,1827.35,596596
6/13/2024,Friday,June,Q2,2024,1839.15,1797.55,836369
6/14/2024,Tuesday,June,Q2,2024,1799,1806.3,1154364
6/18/2024,Wednesday,June,Q2,2024,1825,1814,633545
6/19/2024,Thursday,June,Q2,2024,1820,1789.65,971693
6/20/2024,Friday,June,Q2,2024,1807.75,1806.4,724077
6/21/2024,Monday,June,Q2,2024,1810,1780.45,753905
6/24/2024,Saturday,January,Q1,1900,1783.8,1795.7,223820
